eventfile for the exclsuive pi0 BSA analysis cross check
contact: Stefan Diehl (sdiehl@jlab.org)
---------------------------------------------------------------------------------------------------------------------
eventnumber	x	Q2	W	-t	phi[deg]	Mgg
68886485	0.342963	2.1272	2.22611	0.265518	256.144	0.144963
68914403	0.360203	2.3284	2.23966	0.827067	142.488	0.116198
68945238	0.48685	6.57076	2.79393	0.938809	137.534	0.12952
68997788	0.532428	5.96487	2.47358	1.03434	267.809	0.15132
69111184	0.29688	2.06034	2.4	0.299995	222.353	0.137765
69258951	0.549892	4.7753	2.1884	0.751907	137.411	0.128941
69282197	0.35485	2.7512	2.42534	0.8043	234.455	0.117522
69343582	0.408589	2.36855	2.07574	0.486919	127.523	0.137093
69345155	0.258282	2.67618	2.92671	0.885374	202.135	0.119261
69588815	0.425071	3.58607	2.39388	0.83357	126.857	0.12976
69628956	0.376322	2.70467	2.31577	0.394676	261.59	0.136174
69779136	0.514972	3.5121	2.04651	1.35131	129.432	0.149172
69855380	0.466322	2.89311	2.04728	0.834899	133.495	0.1472
69975419	0.33449	2.69975	2.50036	0.583755	98.7605	0.136389
69989213	0.472157	4.2058	2.36266	2.58313	278.509	0.128419
70023346	0.451828	3.16162	2.17166	0.635454	189.48	0.145526
70102142	0.634052	7.23356	2.24838	0.93223	290.97	0.124875
70104640	0.491459	4.45596	2.34333	0.790568	120.549	0.131685
70173298	0.342264	2.40804	2.3469	0.476678	212.499	0.14577
70187859	0.376812	4.45764	2.87273	0.471209	85.6223	0.137872
70230875	0.519274	4.11193	2.16495	1.74465	113.788	0.131284
70298860	0.382385	2.84538	2.34011	0.720022	123.296	0.108229
70535096	0.525187	4.01579	2.1239	0.953832	123.675	0.142942
70604918	0.450003	4.30192	2.47753	1.79988	286.81	0.145196
70685744	0.57223	5.18935	2.18166	1.19703	133.35	0.111813
70689232	0.282296	2.61142	2.74218	1.56405	171.237	0.125333
70716953	0.332944	4.54354	3.15964	0.654679	182.522	0.123849
70721284	0.500102	5.64395	2.55382	2.22654	110.061	0.134396
70796419	0.365412	3.51282	2.64213	0.330059	67.8023	0.138102
70822791	0.637115	5.73567	2.03647	1.16693	55.7924	0.147254
70872670	0.328107	2.44205	2.42511	0.831091	152.911	0.142384
70990951	0.294889	2.35177	2.55023	0.545848	129.537	0.125314
71044407	0.379852	2.64786	2.28106	0.359308	94.6538	0.143756
71119461	0.327698	3.70473	2.9122	0.451074	109.002	0.147784
71250127	0.493083	6.19566	2.69255	1.16589	241.138	0.118038
71256944	0.56993	4.57582	2.08165	0.758805	64.3702	0.117889
71470365	0.388759	3.42073	2.50174	1.63931	161.417	0.128143
71499415	0.400255	3.4129	2.44832	0.559538	193.132	0.132269
71646348	0.292228	2.63492	2.69482	1.40178	180.91	0.125112
72222534	0.347894	2.97701	2.54176	0.364126	172.123	0.117324
72245722	0.308375	3.08602	2.79315	0.458406	176.442	0.124004
72262417	0.59957	4.95293	2.04651	0.7939	111.41	0.115813
72346327	0.499588	4.70022	2.36396	2.28241	225.241	0.12629
72354178	0.364797	3.07969	2.49857	0.71229	112.513	0.143913
72500369	0.483852	4.76343	2.44166	3.12902	162.187	0.104314
72558391	0.40942	2.308	2.05173	0.502018	257.575	0.15657
72563586	0.365157	2.46292	2.27206	0.248808	115.858	0.148557
72612510	0.438187	4.15859	2.49242	0.450517	113.14	0.137835
72832012	0.421988	2.68692	2.13558	0.333304	83.4775	0.123
72861544	0.510314	3.91271	2.15288	0.526986	60.7855	0.135957
72906799	0.379782	3.78895	2.65857	0.606166	196.019	0.14771
72908569	0.346371	2.93559	2.53378	0.79258	133.091	0.146401
72913412	0.670536	9.13072	2.3166	2.81633	131.833	0.131266
73005716	0.421646	2.79736	2.17195	0.446391	237.015	0.137632
73078422	0.299809	2.70011	2.68073	3.10495	242.905	0.137002
73090406	0.462778	3.65092	2.26242	0.577695	262.398	0.129286
73122020	0.490619	4.15822	2.27982	0.559045	0.890651	0.124749
73251714	0.240007	2.49333	2.96236	1.03887	142.435	0.135999
73318072	0.486013	4.31668	2.33355	1.24064	94.8402	0.126985
